Dates,COPPER
1989-08-19,2365.55699088135
1989-08-18,2365.55699088135
1989-08-17,2365.55699088135
1989-08-16,2365.55699088135
1989-08-15,2365.55699088135
1989-08-14,2365.55699088135
1989-08-13,2365.55699088135
1989-08-12,2365.55699088135
1989-08-11,2365.55699088135
1989-08-10,2365.55699088135
1989-08-09,2365.55699088135
1989-08-08,2365.55699088135
1989-08-07,2365.55699088135
1989-08-06,2365.55699088135
1989-08-05,2365.55699088135
1989-08-04,2365.55699088135
1989-08-03,2365.55699088135
1989-08-02,2365.55699088135
1989-08-01,2365.55699088135
1989-07-31,2365.55699088135
1989-07-30,2365.55699088135
1989-07-29,2365.55699088135
1989-07-28,2365.55699088135
1989-07-27,2365.55699088135
1989-07-26,2365.55699088135
1989-07-25,2365.55699088135
1989-07-24,2365.55699088135
1989-07-23,2365.55699088135
1989-07-22,2365.55699088135
1989-07-21,2365.55699088135
1989-07-20,2365.55699088135
1989-07-19,2365.55699088135
1989-07-18,2365.55699088135
1989-07-17,2365.55699088135
1989-07-16,2365.55699088135
1989-07-15,2365.55699088135
1989-07-14,2365.55699088135
1989-07-13,2365.55699088135
1989-07-12,2365.55699088135
1989-07-11,2365.55699088135
1989-07-10,2365.55699088135
1989-07-09,2365.55699088135
1989-07-08,2365.55699088135
1989-07-07,2365.55699088135
1989-07-06,2365.55699088135
1989-07-05,2365.55699088135
1989-07-04,2365.55699088135
1989-07-03,2365.55699088135
1989-07-02,2365.55699088135
1989-07-01,2365.55699088135
1989-06-30,2365.55699088135
1989-06-29,2365.55699088135
1989-06-28,2365.55699088135
1989-06-27,2365.55699088135
1989-06-26,2365.55699088135
1989-06-25,2365.55699088135
1989-06-24,2365.55699088135
1989-06-23,2365.55699088135
1989-06-22,2365.55699088135
1989-06-21,2365.55699088135
1989-06-20,2365.55699088135
1989-06-19,2365.55699088135
1989-06-18,2365.55699088135
1989-06-17,2365.55699088135
1989-06-16,2365.55699088135
1989-06-15,2365.55699088135
1989-06-14,2365.55699088135
1989-06-13,2365.55699088135
1989-06-12,2365.55699088135
1989-06-11,2365.55699088135
1989-06-10,2365.55699088135
1989-06-09,2365.55699088135
1989-06-08,2365.55699088135
1989-06-07,2365.55699088135
1989-06-06,2365.55699088135
1989-06-05,2365.55699088135
1989-06-04,2365.55699088135
1989-06-03,2365.55699088135
1989-06-02,2365.55699088135
1989-06-01,2365.55699088135
1989-05-31,2365.55699088135
1989-05-30,2365.55699088135
1989-05-29,2365.55699088135
1989-05-28,2365.55699088135
1989-05-27,2365.55699088135
1989-05-26,2365.55699088135
1989-05-25,2365.55699088135
1989-05-24,2365.55699088135
1989-05-23,2365.55699088135
1989-05-22,2365.55699088135
1989-05-21,2365.55699088135
1989-05-20,2365.55699088135
1989-05-19,2365.55699088135
1989-05-18,2365.55699088135
1989-05-17,2365.55699088135
1989-05-16,2365.55699088135
1989-05-15,2365.55699088135
1989-05-14,2365.55699088135
1989-05-13,2365.55699088135
1989-05-12,2365.55699088135
1989-05-11,2365.55699088135
1989-05-10,2365.55699088135
1989-05-09,2365.55699088135
1989-05-08,2365.55699088135
1989-05-07,2365.55699088135
1989-05-06,2365.55699088135
1989-05-05,2365.55699088135
1989-05-04,2365.55699088135
1989-05-03,2365.55699088135
1989-05-02,2365.55699088135
1989-05-01,2365.55699088135
1989-04-30,2365.55699088135
1989-04-29,2365.55699088135
1989-04-28,2365.55699088135
1989-04-27,2365.55699088135
1989-04-26,2365.55699088135
1989-04-25,2365.55699088135
1989-04-24,2365.55699088135
1989-04-23,2365.55699088135
1989-04-22,2365.55699088135
1989-04-21,2365.55699088135
1989-04-20,2365.55699088135
1989-04-19,2365.55699088135
1989-04-18,2365.55699088135
1989-04-17,2365.55699088135
1989-04-16,2365.55699088135
1989-04-15,2365.55699088135
1989-04-14,2365.55699088135
1989-04-13,2365.55699088135
1989-04-12,2365.55699088135
1989-04-11,2365.55699088135
1989-04-10,2365.55699088135
1989-04-09,2365.55699088135
1989-04-08,2365.55699088135
1989-04-07,2365.55699088135
1989-04-06,2365.55699088135
1989-04-05,2365.55699088135
1989-04-04,2365.55699088135
1989-04-03,2365.55699088135
1989-04-02,2365.55699088135
1989-04-01,2365.55699088135
1989-03-31,2365.55699088135
1989-03-30,2365.55699088135
1989-03-29,2365.55699088135
1989-03-28,2365.55699088135
1989-03-27,2365.55699088135
1989-03-26,2365.55699088135
1989-03-25,2365.55699088135
1989-03-24,2365.55699088135
1989-03-23,2365.55699088135
1989-03-22,2365.55699088135
1989-03-21,2365.55699088135
1989-03-20,2365.55699088135
1989-03-19,2365.55699088135
1989-03-18,2365.55699088135
1989-03-17,2365.55699088135
1989-03-16,2365.55699088135
1989-03-15,2365.55699088135
1989-03-14,2365.55699088135
1989-03-13,2365.55699088135
1989-03-12,2365.55699088135
1989-03-11,2365.55699088135
1989-03-10,2365.55699088135
1989-03-09,2365.55699088135
1989-03-08,2365.55699088135
1989-03-07,2365.55699088135
1989-03-06,2365.55699088135
1989-03-05,2365.55699088135
1989-03-04,2365.55699088135
1989-03-03,2365.55699088135
1989-03-02,2365.55699088135
1989-03-01,2365.55699088135
1989-02-28,2365.55699088135
1989-02-27,2365.55699088135
1989-02-26,2365.55699088135
1989-02-25,2365.55699088135
1989-02-24,2365.55699088135
1989-02-23,2365.55699088135
1989-02-22,2365.55699088135
1989-02-21,2365.55699088135
1989-02-20,2365.55699088135
1989-02-19,2365.55699088135
1989-02-18,2365.55699088135
1989-02-17,2365.55699088135
1989-02-16,2365.55699088135
1989-02-15,2365.55699088135
1989-02-14,2365.55699088135
1989-02-13,2365.55699088135
1989-02-12,2365.55699088135
1989-02-11,2365.55699088135
1989-02-10,2365.55699088135
1989-02-09,2365.55699088135
1989-02-08,2365.55699088135
1989-02-07,2365.55699088135
1989-02-06,2365.55699088135
1989-02-05,2365.55699088135
1989-02-04,2365.55699088135
1989-02-03,2365.55699088135
1989-02-02,2365.55699088135
1989-02-01,2365.55699088135
1989-01-31,2365.55699088135
1989-01-30,2365.55699088135
1989-01-29,2365.55699088135
1989-01-28,2365.55699088135
1989-01-27,2365.55699088135
1989-01-26,2365.55699088135
1989-01-25,2365.55699088135
1989-01-24,2365.55699088135
1989-01-23,2365.55699088135
1989-01-22,2365.55699088135
1989-01-21,2365.55699088135
1989-01-20,2365.55699088135
1989-01-19,2365.55699088135
1989-01-18,2365.55699088135
1989-01-17,2365.55699088135
1989-01-16,2365.55699088135
1989-01-15,2365.55699088135
1989-01-14,2365.55699088135
1989-01-13,2365.55699088135
1989-01-12,2365.55699088135
1989-01-11,2365.55699088135
1989-01-10,2365.55699088135
1989-01-09,2365.55699088135
1989-01-08,2365.55699088135
1989-01-07,2365.55699088135
1989-01-06,2365.55699088135
1989-01-05,2365.55699088135
1989-01-04,2365.55699088135
1989-01-03,2365.55699088135
1989-01-02,2365.55699088135
1989-01-01,2365.55699088135
1988-12-31,2365.55699088135
1988-12-30,2365.55699088135
1988-12-29,2365.55699088135
1988-12-28,2365.55699088135
1988-12-27,2365.55699088135
1988-12-26,2365.55699088135
1988-12-25,2365.55699088135
1988-12-24,2365.55699088135
1988-12-23,2365.55699088135
1988-12-22,2365.55699088135
1988-12-21,2365.55699088135
1988-12-20,2365.55699088135
1988-12-19,2365.55699088135
1988-12-18,2365.55699088135
1988-12-17,2365.55699088135
1988-12-16,2365.55699088135
1988-12-15,2365.55699088135
1988-12-14,2365.55699088135
1988-12-13,2365.55699088135
1988-12-12,2365.55699088135
1988-12-11,2365.55699088135
1988-12-10,2365.55699088135
1988-12-09,2365.55699088135
1988-12-08,2365.55699088135
1988-12-07,2365.55699088135
1988-12-06,2365.55699088135
1988-12-05,2365.55699088135
1988-12-04,2365.55699088135
1988-12-03,2365.55699088135
1988-12-02,2365.55699088135
1988-12-01,2365.55699088135
1988-11-30,2365.55699088135
1988-11-29,2365.55699088135
1988-11-28,2365.55699088135
1988-11-27,2365.55699088135
1988-11-26,2365.55699088135
1988-11-25,2365.55699088135
1988-11-24,2365.55699088135
1988-11-23,2365.55699088135
1988-11-22,2365.55699088135
1988-11-21,2365.55699088135
1988-11-20,2365.55699088135
1988-11-19,2365.55699088135
1988-11-18,2365.55699088135
1988-11-17,2365.55699088135
1988-11-16,2365.55699088135
1988-11-15,2365.55699088135
1988-11-14,2365.55699088135
1988-11-13,2365.55699088135
1988-11-12,2365.55699088135
1988-11-11,2365.55699088135
1988-11-10,2365.55699088135
1988-11-09,2365.55699088135
1988-11-08,2365.55699088135
1988-11-07,2365.55699088135
1988-11-06,2365.55699088135
1988-11-05,2365.55699088135
1988-11-04,2365.55699088135
1988-11-03,2365.55699088135
1988-11-02,2365.55699088135
1988-11-01,2365.55699088135
1988-10-31,2365.55699088135
1988-10-30,2365.55699088135
1988-10-29,2365.55699088135
1988-10-28,2365.55699088135
1988-10-27,2365.55699088135
1988-10-26,2365.55699088135
1988-10-25,2365.55699088135
1988-10-24,2365.55699088135
1988-10-23,2365.55699088135
1988-10-22,2365.55699088135
1988-10-21,2365.55699088135
1988-10-20,2365.55699088135
1988-10-19,2365.55699088135
1988-10-18,2365.55699088135
1988-10-17,2365.55699088135
1988-10-16,2365.55699088135
1988-10-15,2365.55699088135
1988-10-14,2365.55699088135
1988-10-13,2365.55699088135
1988-10-12,2365.55699088135
1988-10-11,2365.55699088135
1988-10-10,2365.55699088135
1988-10-09,2365.55699088135
1988-10-08,2365.55699088135
1988-10-07,2365.55699088135
1988-10-06,2365.55699088135
1988-10-05,2365.55699088135
1988-10-04,2365.55699088135
1988-10-03,2365.55699088135
1988-10-02,2365.55699088135
1988-10-01,2365.55699088135
1988-09-30,2365.55699088135
1988-09-29,2365.55699088135
1988-09-28,2365.55699088135
1988-09-27,2365.55699088135
1988-09-26,2365.55699088135
1988-09-25,2365.55699088135
1988-09-24,2365.55699088135
1988-09-23,2365.55699088135
1988-09-22,2365.55699088135
1988-09-21,2365.55699088135
1988-09-20,2365.55699088135
1988-09-19,2365.55699088135
1988-09-18,2365.55699088135
1988-09-17,2365.55699088135
1988-09-16,2365.55699088135
1988-09-15,2365.55699088135
1988-09-14,2365.55699088135
1988-09-13,2365.55699088135
1988-09-12,2365.55699088135
1988-09-11,2365.55699088135
1988-09-10,2365.55699088135
1988-09-09,2365.55699088135
1988-09-08,2365.55699088135
1988-09-07,2365.55699088135
1988-09-06,2365.55699088135
1988-09-05,2365.55699088135
1988-09-04,2365.55699088135
1988-09-03,2365.55699088135
1988-09-02,2365.55699088135
1988-09-01,2365.55699088135
1988-08-31,2365.55699088135
1988-08-30,2365.55699088135
1988-08-29,2365.55699088135
1988-08-28,2365.55699088135
1988-08-27,2365.55699088135
1988-08-26,2365.55699088135
1988-08-25,2365.55699088135
1988-08-24,2365.55699088135
1988-08-23,2365.55699088135
1988-08-22,2365.55699088135
1988-08-21,2365.55699088135
1988-08-20,2365.55699088135
1988-08-19,2365.55699088135
1988-08-18,2365.55699088135
1988-08-17,2365.55699088135
1988-08-16,2365.55699088135
1988-08-15,2365.55699088135
1988-08-14,2365.55699088135
1988-08-13,2365.55699088135
1988-08-12,2365.55699088135
1988-08-11,2365.55699088135
1988-08-10,2365.55699088135
1988-08-09,2365.55699088135
1988-08-08,2365.55699088135
1988-08-07,2365.55699088135
1988-08-06,2365.55699088135
1988-08-05,2365.55699088135
1988-08-04,2365.55699088135
1988-08-03,2365.55699088135
1988-08-02,2365.55699088135
1988-08-01,2365.55699088135
1988-07-31,2365.55699088135
1988-07-30,2365.55699088135
1988-07-29,2365.55699088135
1988-07-28,2365.55699088135
1988-07-27,2365.55699088135
1988-07-26,2365.55699088135
1988-07-25,2365.55699088135
1988-07-24,2365.55699088135
1988-07-23,2365.55699088135
1988-07-22,2365.55699088135
1988-07-21,2365.55699088135
1988-07-20,2365.55699088135
1988-07-19,2365.55699088135
1988-07-18,2365.55699088135
1988-07-17,2365.55699088135
1988-07-16,2365.55699088135
1988-07-15,2365.55699088135
1988-07-14,2365.55699088135
1988-07-13,2365.55699088135
1988-07-12,2365.55699088135
1988-07-11,2365.55699088135
1988-07-10,2365.55699088135
1988-07-09,2365.55699088135
1988-07-08,2365.55699088135
1988-07-07,2365.55699088135
1988-07-06,2365.55699088135
1988-07-05,2365.55699088135
1988-07-04,2365.55699088135
1988-07-03,2365.55699088135
1988-07-02,2365.55699088135
1988-07-01,2365.55699088135
1988-06-30,2365.55699088135
1988-06-29,2365.55699088135
1988-06-28,2365.55699088135
1988-06-27,2365.55699088135
1988-06-26,2365.55699088135
1988-06-25,2365.55699088135
1988-06-24,2365.55699088135
1988-06-23,2365.55699088135
1988-06-22,2365.55699088135
1988-06-21,2365.55699088135
1988-06-20,2365.55699088135
1988-06-19,2365.55699088135
1988-06-18,2365.55699088135
1988-06-17,2365.55699088135
1988-06-16,2365.55699088135
1988-06-15,2365.55699088135
1988-06-14,2365.55699088135
1988-06-13,2365.55699088135
1988-06-12,2365.55699088135
1988-06-11,2365.55699088135
1988-06-10,2365.55699088135
1988-06-09,2365.55699088135
1988-06-08,2365.55699088135
1988-06-07,2365.55699088135
1988-06-06,2365.55699088135
1988-06-05,2365.55699088135
1988-06-04,2365.55699088135
1988-06-03,2365.55699088135
1988-06-02,2365.55699088135
1988-06-01,2365.55699088135
1988-05-31,2365.55699088135
1988-05-30,2365.55699088135
1988-05-29,2365.55699088135
1988-05-28,2365.55699088135
1988-05-27,2365.55699088135
1988-05-26,2365.55699088135
1988-05-25,2365.55699088135
1988-05-24,2365.55699088135
1988-05-23,2365.55699088135
1988-05-22,2365.55699088135
1988-05-21,2365.55699088135
1988-05-20,2365.55699088135
1988-05-19,2365.55699088135
1988-05-18,2365.55699088135
1988-05-17,2365.55699088135
1988-05-16,2365.55699088135
1988-05-15,2365.55699088135
1988-05-14,2365.55699088135
1988-05-13,2365.55699088135
1988-05-12,2365.55699088135
1988-05-11,2365.55699088135
1988-05-10,2365.55699088135
1988-05-09,2365.55699088135
1988-05-08,2365.55699088135
1988-05-07,2365.55699088135
1988-05-06,2365.55699088135
1988-05-05,2365.55699088135
1988-05-04,2365.55699088135
1988-05-03,2365.55699088135
1988-05-02,2365.55699088135
1988-05-01,2365.55699088135
1988-04-30,2365.55699088135
1988-04-29,2365.55699088135
1988-04-28,2365.55699088135
1988-04-27,2365.55699088135
1988-04-26,2365.55699088135
1988-04-25,2365.55699088135
1988-04-24,2365.55699088135
1988-04-23,2365.55699088135
1988-04-22,2365.55699088135
1988-04-21,2365.55699088135
1988-04-20,2365.55699088135
1988-04-19,2365.55699088135
1988-04-18,2365.55699088135
1988-04-17,2365.55699088135
1988-04-16,2365.55699088135
1988-04-15,2365.55699088135
1988-04-14,2365.55699088135
1988-04-13,2365.55699088135
1988-04-12,2365.55699088135
1988-04-11,2365.55699088135
1988-04-10,2365.55699088135
1988-04-09,2365.55699088135
1988-04-08,2365.55699088135
1988-04-07,2365.55699088135
1988-04-06,2365.55699088135
1988-04-05,2365.55699088135
1988-04-04,2365.55699088135
1988-04-03,2365.55699088135
1988-04-02,2365.55699088135
1988-04-01,2365.55699088135
1988-03-31,2365.55699088135
1988-03-30,2365.55699088135
1988-03-29,2365.55699088135
1988-03-28,2365.55699088135
1988-03-27,2365.55699088135
1988-03-26,2365.55699088135
1988-03-25,2365.55699088135
1988-03-24,2365.55699088135
1988-03-23,2365.55699088135
1988-03-22,2365.55699088135
1988-03-21,2365.55699088135
1988-03-20,2365.55699088135
1988-03-19,2365.55699088135
1988-03-18,2365.55699088135
1988-03-17,2365.55699088135
1988-03-16,2365.55699088135
1988-03-15,2365.55699088135
1988-03-14,2365.55699088135
1988-03-13,2365.55699088135
1988-03-12,2365.55699088135
1988-03-11,2365.55699088135
1988-03-10,2365.55699088135
1988-03-09,2365.55699088135
1988-03-08,2365.55699088135
1988-03-07,2365.55699088135
1988-03-06,2365.55699088135
1988-03-05,2365.55699088135
1988-03-04,2365.55699088135
1988-03-03,2365.55699088135
1988-03-02,2365.55699088135
1988-03-01,2365.55699088135
1988-02-29,2365.55699088135
1988-02-28,2365.55699088135
1988-02-27,2365.55699088135
1988-02-26,2365.55699088135
1988-02-25,2365.55699088135
1988-02-24,2365.55699088135
1988-02-23,2365.55699088135
1988-02-22,2365.55699088135
1988-02-21,2365.55699088135
1988-02-20,2365.55699088135
1988-02-19,2365.55699088135
1988-02-18,2365.55699088135
1988-02-17,2365.55699088135
1988-02-16,2365.55699088135
1988-02-15,2365.55699088135
1988-02-14,2365.55699088135
1988-02-13,2365.55699088135
1988-02-12,2365.55699088135
1988-02-11,2365.55699088135
1988-02-10,2365.55699088135
1988-02-09,2365.55699088135
1988-02-08,2365.55699088135
1988-02-07,2365.55699088135
1988-02-06,2365.55699088135
1988-02-05,2365.55699088135
1988-02-04,2365.55699088135
1988-02-03,2365.55699088135
1988-02-02,2365.55699088135
1988-02-01,2365.55699088135
1988-01-31,2365.55699088135
1988-01-30,2365.55699088135
1988-01-29,2365.55699088135
1988-01-28,2365.55699088135
1988-01-27,2365.55699088135
1988-01-26,2365.55699088135
1988-01-25,2365.55699088135
1988-01-24,2365.55699088135
1988-01-23,2365.55699088135
1988-01-22,2365.55699088135
1988-01-21,2365.55699088135
1988-01-20,2365.55699088135
1988-01-19,2365.55699088135
1988-01-18,2365.55699088135
1988-01-17,2365.55699088135
1988-01-16,2365.55699088135
1988-01-15,2365.55699088135
1988-01-14,2365.55699088135
1988-01-13,2365.55699088135
1988-01-12,2365.55699088135
1988-01-11,2365.55699088135
1988-01-10,2365.55699088135
1988-01-09,2365.55699088135
1988-01-08,2365.55699088135
1988-01-07,2365.55699088135
1988-01-06,2365.55699088135
1988-01-05,2365.55699088135
1988-01-04,2365.55699088135
1988-01-03,2365.55699088135
1988-01-02,2365.55699088135
1988-01-01,2365.55699088135
1987-12-31,2365.55699088135
1987-12-30,2365.55699088135
1987-12-29,2365.55699088135
1987-12-28,2365.55699088135
1987-12-27,2365.55699088135
1987-12-26,2365.55699088135
1987-12-25,2365.55699088135
1987-12-24,2365.55699088135
1987-12-23,2365.55699088135
1987-12-22,2365.55699088135
1987-12-21,2365.55699088135
1987-12-20,2365.55699088135
1987-12-19,2365.55699088135
1987-12-18,2365.55699088135
1987-12-17,2365.55699088135
1987-12-16,2365.55699088135
1987-12-15,2365.55699088135
1987-12-14,2365.55699088135
1987-12-13,2365.55699088135
1987-12-12,2365.55699088135
1987-12-11,2365.55699088135
1987-12-10,2365.55699088135
1987-12-09,2365.55699088135
1987-12-08,2365.55699088135
1987-12-07,2365.55699088135
1987-12-06,2365.55699088135
1987-12-05,2365.55699088135
1987-12-04,2365.55699088135
1987-12-03,2365.55699088135
1987-12-02,2365.55699088135
1987-12-01,2365.55699088135
1987-11-30,2365.55699088135
1987-11-29,2365.55699088135
1987-11-28,2365.55699088135
1987-11-27,2365.55699088135
1987-11-26,2365.55699088135
1987-11-25,2365.55699088135
1987-11-24,2365.55699088135
1987-11-23,2365.55699088135
1987-11-22,2365.55699088135
1987-11-21,2365.55699088135
1987-11-20,2365.55699088135
1987-11-19,2365.55699088135
1987-11-18,2365.55699088135
1987-11-17,2365.55699088135
1987-11-16,2365.55699088135
1987-11-15,2365.55699088135
1987-11-14,2365.55699088135
1987-11-13,2365.55699088135
1987-11-12,2365.55699088135
1987-11-11,2365.55699088135
1987-11-10,2365.55699088135
1987-11-09,2365.55699088135
1987-11-08,2365.55699088135
1987-11-07,2365.55699088135
1987-11-06,2365.55699088135
1987-11-05,2365.55699088135
1987-11-04,2365.55699088135
1987-11-03,2365.55699088135
1987-11-02,2365.55699088135
1987-11-01,2365.55699088135
1987-10-31,2365.55699088135
1987-10-30,2365.55699088135
1987-10-29,2365.55699088135
1987-10-28,2365.55699088135
1987-10-27,2365.55699088135
1987-10-26,2365.55699088135
1987-10-25,2365.55699088135
1987-10-24,2365.55699088135
1987-10-23,2365.55699088135
1987-10-22,2365.55699088135
1987-10-21,2365.55699088135
1987-10-20,2365.55699088135
1987-10-19,2365.55699088135
1987-10-18,2365.55699088135
1987-10-17,2365.55699088135
1987-10-16,2365.55699088135
1987-10-15,2365.55699088135
1987-10-14,2365.55699088135
1987-10-13,2365.55699088135
1987-10-12,2365.55699088135
1987-10-11,2365.55699088135
1987-10-10,2365.55699088135
1987-10-09,2365.55699088135
1987-10-08,2365.55699088135
1987-10-07,2365.55699088135
1987-10-06,2365.55699088135
1987-10-05,2365.55699088135
1987-10-04,2365.55699088135
1987-10-03,2365.55699088135
1987-10-02,2365.55699088135
1987-10-01,2365.55699088135
1987-09-30,2365.55699088135
1987-09-29,2365.55699088135
1987-09-28,2365.55699088135
1987-09-27,2365.55699088135
1987-09-26,2365.55699088135
1987-09-25,2365.55699088135
1987-09-24,2365.55699088135
1987-09-23,2365.55699088135
1987-09-22,2365.55699088135
1987-09-21,2365.55699088135
1987-09-20,2365.55699088135
1987-09-19,2365.55699088135
1987-09-18,2365.55699088135
1987-09-17,2365.55699088135
1987-09-16,2365.55699088135
1987-09-15,2365.55699088135
1987-09-14,2365.55699088135
1987-09-13,2365.55699088135
1987-09-12,2365.55699088135
1987-09-11,2365.55699088135
1987-09-10,2365.55699088135
1987-09-09,2365.55699088135
1987-09-08,2365.55699088135
1987-09-07,2365.55699088135
1987-09-06,2365.55699088135
1987-09-05,2365.55699088135
1987-09-04,2365.55699088135
1987-09-03,2365.55699088135
1987-09-02,2365.55699088135
1987-09-01,2365.55699088135
1987-08-31,2365.55699088135
1987-08-30,2365.55699088135
1987-08-29,2365.55699088135
1987-08-28,2365.55699088135
1987-08-27,2365.55699088135
1987-08-26,2365.55699088135
1987-08-25,2365.55699088135
1987-08-24,2365.55699088135
1987-08-23,2365.55699088135
1987-08-22,2365.55699088135
1987-08-21,2365.55699088135
1987-08-20,2365.55699088135
1987-08-19,2365.55699088135
1987-08-18,2365.55699088135
1987-08-17,2365.55699088135
1987-08-16,2365.55699088135
1987-08-15,2365.55699088135
1987-08-14,2365.55699088135
1987-08-13,2365.55699088135
1987-08-12,2365.55699088135
1987-08-11,2365.55699088135
1987-08-10,2365.55699088135
1987-08-09,2365.55699088135
1987-08-08,2365.55699088135
1987-08-07,2365.55699088135
1987-08-06,2365.55699088135
1987-08-05,2365.55699088135
1987-08-04,2365.55699088135
1987-08-03,2365.55699088135
1987-08-02,2365.55699088135
1987-08-01,2365.55699088135
1987-07-31,2365.55699088135
1987-07-30,2365.55699088135
1987-07-29,2365.55699088135
1987-07-28,2365.55699088135
1987-07-27,2365.55699088135
1987-07-26,2365.55699088135
1987-07-25,2365.55699088135
1987-07-24,2365.55699088135
1987-07-23,2365.55699088135
1987-07-22,2365.55699088135
1987-07-21,2365.55699088135
1987-07-20,2365.55699088135
1987-07-19,2365.55699088135
1987-07-18,2365.55699088135
1987-07-17,2365.55699088135
1987-07-16,2365.55699088135
1987-07-15,2365.55699088135
1987-07-14,2365.55699088135
1987-07-13,2365.55699088135
1987-07-12,2365.55699088135
1987-07-11,2365.55699088135
1987-07-10,2365.55699088135
1987-07-09,2365.55699088135
1987-07-08,2365.55699088135
1987-07-07,2365.55699088135
1987-07-06,2365.55699088135
1987-07-05,2365.55699088135
1987-07-04,2365.55699088135
1987-07-03,2365.55699088135
1987-07-02,2365.55699088135
1987-07-01,2365.55699088135
1987-06-30,2365.55699088135
1987-06-29,2365.55699088135
1987-06-28,2365.55699088135
1987-06-27,2365.55699088135
1987-06-26,2365.55699088135
1987-06-25,2365.55699088135
1987-06-24,2365.55699088135
1987-06-23,2365.55699088135
1987-06-22,2365.55699088135
1987-06-21,2365.55699088135
1987-06-20,2365.55699088135
1987-06-19,2365.55699088135
1987-06-18,2365.55699088135
1987-06-17,2365.55699088135
1987-06-16,2365.55699088135
1987-06-15,2365.55699088135
1987-06-14,2365.55699088135
1987-06-13,2365.55699088135
1987-06-12,2365.55699088135
1987-06-11,2365.55699088135
1987-06-10,2365.55699088135
1987-06-09,2365.55699088135
1987-06-08,2365.55699088135
1987-06-07,2365.55699088135
1987-06-06,2365.55699088135
1987-06-05,2365.55699088135
1987-06-04,2365.55699088135
1987-06-03,2365.55699088135
1987-06-02,2365.55699088135
1987-06-01,2365.55699088135
1987-05-31,2365.55699088135
1987-05-30,2365.55699088135
1987-05-29,2365.55699088135
1987-05-28,2365.55699088135
1987-05-27,2365.55699088135
1987-05-26,2365.55699088135
1987-05-25,2365.55699088135
1987-05-24,2365.55699088135
1987-05-23,2365.55699088135
1987-05-22,2365.55699088135
1987-05-21,2365.55699088135
1987-05-20,2365.55699088135
1987-05-19,2365.55699088135
1987-05-18,2365.55699088135
1987-05-17,2365.55699088135
1987-05-16,2365.55699088135
1987-05-15,2365.55699088135
1987-05-14,2365.55699088135
1987-05-13,2365.55699088135
1987-05-12,2365.55699088135
1987-05-11,2365.55699088135
1987-05-10,2365.55699088135
1987-05-09,2365.55699088135
1987-05-08,2365.55699088135
1987-05-07,2365.55699088135
1987-05-06,2365.55699088135
1987-05-05,2365.55699088135
1987-05-04,2365.55699088135
1987-05-03,2365.55699088135
1987-05-02,2365.55699088135
1987-05-01,2365.55699088135
1987-04-30,2365.55699088135
1987-04-29,2365.55699088135
1987-04-28,2365.55699088135
1987-04-27,2365.55699088135
1987-04-26,2365.55699088135
1987-04-25,2365.55699088135
1987-04-24,2365.55699088135
1987-04-23,2365.55699088135
1987-04-22,2365.55699088135
1987-04-21,2365.55699088135
1987-04-20,2365.55699088135
1987-04-19,2365.55699088135
1987-04-18,2365.55699088135
1987-04-17,2365.55699088135
1987-04-16,2365.55699088135
1987-04-15,2365.55699088135
1987-04-14,2365.55699088135
1987-04-13,2365.55699088135
1987-04-12,2365.55699088135
1987-04-11,2365.55699088135
1987-04-10,2365.55699088135
1987-04-09,2365.55699088135
1987-04-08,2365.55699088135
1987-04-07,2365.55699088135
1987-04-06,2365.55699088135
1987-04-05,2365.55699088135
1987-04-04,2365.55699088135
1987-04-03,2365.55699088135
1987-04-02,2365.55699088135
1987-04-01,2365.55699088135
1987-03-31,2365.55699088135
1987-03-30,2365.55699088135
1987-03-29,2365.55699088135
1987-03-28,2365.55699088135
1987-03-27,2365.55699088135
1987-03-26,2365.55699088135
1987-03-25,2365.55699088135
1987-03-24,2365.55699088135
1987-03-23,2365.55699088135
1987-03-22,2365.55699088135
1987-03-21,2365.55699088135
1987-03-20,2365.55699088135
1987-03-19,2365.55699088135
1987-03-18,2365.55699088135
1987-03-17,2365.55699088135
1987-03-16,2365.55699088135
1987-03-15,2365.55699088135
1987-03-14,2365.55699088135
1987-03-13,2365.55699088135
1987-03-12,2365.55699088135
1987-03-11,2365.55699088135
1987-03-10,2365.55699088135
1987-03-09,2365.55699088135
1987-03-08,2365.55699088135
1987-03-07,2365.55699088135
1987-03-06,2365.55699088135
1987-03-05,2365.55699088135
1987-03-04,2365.55699088135
1987-03-03,2365.55699088135
1987-03-02,2365.55699088135
1987-03-01,2365.55699088135
1987-02-28,2365.55699088135
1987-02-27,2365.55699088135
1987-02-26,2365.55699088135
1987-02-25,2365.55699088135
1987-02-24,2365.55699088135
1987-02-23,2365.55699088135
1987-02-22,2365.55699088135
1987-02-21,2365.55699088135
1987-02-20,2365.55699088135
1987-02-19,2365.55699088135
1987-02-18,2365.55699088135
1987-02-17,2365.55699088135
1987-02-16,2365.55699088135
1987-02-15,2365.55699088135
1987-02-14,2365.55699088135
1987-02-13,2365.55699088135
1987-02-12,2365.55699088135
1987-02-11,2365.55699088135
1987-02-10,2365.55699088135
1987-02-09,2365.55699088135
1987-02-08,2365.55699088135
1987-02-07,2365.55699088135
1987-02-06,2365.55699088135
1987-02-05,2365.55699088135
1987-02-04,2365.55699088135
1987-02-03,2365.55699088135
1987-02-02,2365.55699088135
1987-02-01,2365.55699088135
1987-01-31,2365.55699088135
